code_esp,nom_latin,type,cat_group_size,groupe,Famille,List_sp,liste_especes_potentielles,potential_sp,group_pelgas,nom_commun,nom_anglais,nom_espagnol,phylum_public,classe_public,ordre_public,famille_public,taxon_fr,family_eng,group_eng,id_public,LB_NOM_taxref,NOM_VERN_taxref,NOM_VERN_ENG_taxref,CD_NOM_taxref,APHIA_ID_taxref,REGNE_taxref,PHYLUM_taxref,CLASSE_taxref,ORDRE_taxref,FAMILLE_taxref,R_Caraibes,R_Ocean_Indien,R_Polynesie,R_Sud_Pacifique,R_France_metropole,ASI,CODE_SCANS3,CODE_Bat,CODE_Samm,CODE_OI,CODE_PF,Group_old,kind_ident,nb_bases_remmoa,ex_code_et_corrections
"BUBIBI","Bubulcus ibis","Land Bird",,"Echassier","Ardeidae","Heron garde-boeufs",,,,"Heron garde-boeufs","Cattle egret","Garcilla bueyera","Chordata","Aves","Ciconiiformes","Ardeidae","Oiseau terrestre","Ardeidae","Echassier",1.1900000000000000e+02,"Bubulcus ibis"," Heron garde-boeufs","Cattle Egret",2.4890000000000000e+03,,"Animalia","Chordata","Aves","Ciconiiformes","Ardeidae",,,,,"bat","x",,,,"0",,"Echassier","Echassier",,
"BULBUL","Bulweria bulwerii","Seabird","Small procellarid","Grand procellaride marron","Procellariidae","Petrel de Bulwer",,,"plongeur","Petrel de Bulwer","Bulwer's petrel",,"Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Large brown procellariids",,"Bulweria bulwerii","Petrel de Bulwer","Bulwer's Petrel",1.0050000000000000e+03,"137193","Animalia","Chordata","Aves","Ciconiiformes","Procellariidae",,,,,,"x",,,,"0",,"dark","dark",,
"BULKBO","Bulk cargo","Human activity",,"Commerce","Ship","Bateau vraquier (granulat, cereales)",,,,"Bateau vraquier","Bulk cargo","Barco vracier","X",,,,"Activite humaine","Ship","Transport",,,,,,,,,,,,,,,,"Bat","x",,,,"0",,"Ship","Ship",,"BATVRA / bat"
"BUOY","Fishing buoy, setnet","Human activity",,"Peche","Buoy","Bouee de peche",,,,"Bouee de peche","Fishing buoy, setnet","Boya pesca","X",,,,"Activite humaine","Buoy","Fishing activity",,,,,,,,,,,,"Guy, Ant","R, epa",,"R","Samm, bat, belgica","x","SETNET","BOUPEC","BOUPEC","BUOY",,"Buoy","Buoy",,"BOUPEC / Samm, bat"
"CALALB","Calidris alba","Land Bird",,"Limicole","Scolopacidae","Becasseau sanderling",,,,"Becasseau sanderling","Sanderling","Correlimos tridactilo","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Scolopacidae","Shorebird",1.2700000000000000e+02,"Calidris alba","Becasseau sanderling","Sanderling",3.1950000000000000e+03,"159084","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"CALALP","Calidris alpina","Land Bird",,"Limicole","Scolopacidae","Becaseau variable",,,,"Becasseau variable","Dunlin","Correlimos comun","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Scolopacidae","Shorebird",1.2800000000000000e+02,"Calidris alpina","Becasseau variable","Dunlin",2.9110000000000000e+03,"159047","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"CALCAN","Calidris canutus","Land Bird",,"Limicole","Scolopacidae","Becasseau maubeche",,,,"Becasseau maubeche","Red Knot","Correlimos gordo","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Scolopacidae","Shorebird",1.2900000000000000e+02,"Calidris canutus","Becasseau maubeche","Red Knot",3.1920000000000000e+03,"147433","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"CALDIO","Calonectris diomedea","Seabird","Large procellarid","Grand puffin","Procellariidae","Puffin cendre",,,"plongeur","Puffin cendre","Cory's shearwater","Pardela cenicienta","Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Large shearwater",1.3500000000000000e+02,"Calonectris diomedea","Puffin cendre","Cory's Shearwater",1.0090000000000000e+03,"137194","Animalia","Chordata","Aves","Ciconiiformes","Procellariidae",,"epa",,,"Samm, bat","x",,,,"0",,"Grand puffin","Grand puffin",1.0000000000000000e+00,
"CALMAR","Calidris maritima","Land Bird",,"Limicole","Scolopacidae","Becasseau violet",,,,"Becasseau violet","Purple Sandpiper","Correlimos Oscuro","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Scolopacidae","Shorebird",1.3000000000000000e+02,"Calidris maritima"," Becasseau violet","Purple Sandpiper",2.9060000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"CALMIN","Calidris minuta","Land Bird",,"Limicole","Scolopacidae","Becasseau minute",,,,"Becasseau minute","Little Stint","Correlimos menudo","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Scolopacidae","Shorebird",1.3100000000000000e+02,"Calidris minuta"," Becasseau minute","Little Stint",3.2060000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"CALSPP","Calidris spp","Land Bird",,"Limicole","Scolopacidae","Becasseau ",,,,"Becasseau ind.","Sandpiper sp","Correlimos spp","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Scolopacidae","Shorebird",1.2600000000000000e+02,,,,,,,,,,,,,,,"bat","x",,,,"0",,"Limicole","Limicole",,
"CANOBO","Small traditional fishing boat","Human activity",,"Peche","Ship","Canot",,,,"Petit bateau de peche artisanale","Small traditional fishing boat",,"X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,"Ant",,,,,"x",,,,,,"Ship","Ship",,
"CAPEUR","Caprimulgus europaeus","Land Bird",,"Engoulevent","Caprimulgidae","Engoulevent d'europe",,,,"Engoulevent d'Europe","European Nightjar","Chotacabras gris","Chordata","Aves","Strigiformes","Caprimulgidae","Oiseau terrestre","Other bird","Caprimulgidae",1.4100000000000000e+02,"Caprimulgus europaeus"," Engoulevent d'Europe","European Nightjar",3.5400000000000000e+03,,"Animalia","Chordata","Aves","Strigiformes","Caprimulgidae",,,,,"bat",,,,,"0",,,"Engoulevent",,
"CARCAN","Carduelis cannabina","Land Bird",,"Passereau","Autre oiseau","Linotte melodieuse",,,,"Linotte melodieuse","Common Linnet","Fringilido","Chordata","Aves","Passeriformes","Fringillidae","Oiseau terrestre","Other bird","Passerine",1.4700000000000000e+02,"Carduelis cannabina"," Linotte melodieuse","Common Linnet",4.5880000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Fringillidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"CARCAR","Carcharodon carcharias","Other Marine Wildlife",,"Requin","Elasmobranche","Grand requin blanc",,,,"Grand requin blanc","Great white shark",,"Chordata","Elasmobranchii","Lamniformes","Lamnidae","Autre faune marine","Elasmobranch","Shark",,"Carcharodon carcharias","Grand requin blanc","Great white shark",6.6408000000000000e+04,,"Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae",,,,"R",,,,,,"0",,"Fish","Fish",,"Que sur Remmoa en poisson (pas chardonneret)"
"CARCHL","Carduelis chloris","Land Bird",,"Passereau","Autre oiseau","Verdier europe",,,,"Verdier europe","European Greenfinch","Verderon comun","Chordata","Aves","Passeriformes","Fringillidae","Oiseau terrestre","Other bird","Passerine",1.4900000000000000e+02,"Carduelis chloris"," Verdier",,4.5800000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Fringillidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"CARETT","Caretta caretta","Other Marine Wildlife",,"Chelonide","Tortue","Tortue caouanne",,,,"Tortue caouanne","Loggerhead turtle","Tortuga boba","Chordata","Reptilia","Testudines","Cheloniidae","Autre faune marine","Turtle","Cheloniidae",,"Caretta caretta","Tortue caouanne","Loggerhead turtle",7.7330000000000000e+04,,"Animalia","Chordata","Reptilia","Testudines","Cheloniidae",,,,,"bat",,,,,,,"Turtle","Turtle",,
"CARGOB","Merchant ship (containership, cargo, tanker)","Human activity",,"Commerce","Ship","Bateau transport marchandise",,,,"Bateau transport marchandise","Merchant ship (containership, cargo, tanker)","Barco comercial","X",,,,"Activite humaine","Ship","Transport",,,,,,,,,,,,"Guy, Ant","R, epa","R","R, fut","Samm, bat, belgica, atlancet","x",,"BATCOM","BATCOM","CARGOB",,"Ship","Ship",,"BATCOM / Samm, bat"
"CARLIS","Carduelis carduelis","Land Bird",,"Passereau","Autre oiseau","Chardonneret",,,,"Chardonneret","European Goldfinch","Jilguero","Chordata","Aves","Passeriformes","Fringillidae","Oiseau terrestre","Other bird","Passerine",1.4800000000000000e+02,"Carduelis carduelis"," Chardonneret ",,,,,,,,,,,,,"bat","x",,,,"0",,"passereau","passereau",,"Que sur bat en oiseau (pas grand blanc)"
"CARLON","Carcharhinus longimanus","Other Marine Wildlife",,"Requin","Elasmobranche","Requin oceanique a pointes blanches",,,,"Requin oceanique","Oceanic Whitetip Shark",,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Autre faune marine","Elasmobranch","Shark",1.4600000000000000e+02,"Carcharhinus longimanus","Requin a longues nageoires",,6.6472000000000000e+04,"105794","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Ant",,"R","R, fut",,"x",,,,"0",,"Fish","Fish",1.7000000000000000e+01,"* REQSPP / ayant """"carcharhinus longimanus"""" en commentaire / antilles"
"CARSPI","Carduelis spinus","Land Bird",,"Passereau","Autre oiseau","Tarin des aulnes",,,,"Tarin des aulnes","Eurasian Siskin","piafo","Chordata","Aves","Passeriformes","Fringillidae","Oiseau terrestre","Other bird","Passerine",1.5000000000000000e+02,"Carduelis spinus"," Tarin ",,,,,,,,,,,,,"bat",,,,,"0",,"passereau","passereau",,
"CASALB","Casmerodius albus","Land Bird",,"Echassier","Ardeidae","Grande aigrette",,,,"Grande aigrette","Great egret","Garceta Grande","Chordata","Aves","Ciconiiformes","Ardeidae","Oiseau terrestre","Ardeidae","Echassier",1.5600000000000000e+02,"Casmerodius albus",,,2.5020000000000000e+03,,"Animalia","Chordata","Aves","Ciconiiformes","Ardeidae",,,,,"bat",,,,,"0",,"Echassier","Echassier",,
"CATSKU","Catharacta skua","Seabird",,"Autre Labbe","Stercorariidae","Grand labbe","Grand labbe / Grand labbe subantarctique","Catharacta skua / Lonnbergi","surface","Grand labbe","Skua","Pagalo grande","Chordata","Aves","Charadriiformes","Stercorariidae","Oiseau marin","Stercorariidae","Other skua",1.6300000000000000e+02,"Catharacta skua",,,3.2650000000000000e+03,"137170","Animalia","Chordata","Aves","Charadriiformes","Stercorariidae","Guy, Ant","R, epa","R",,"Samm, bat, belgica, atlancet","x",,,,"CATSKU","CATSKU","Grand labbe","Grand labbe",2.0000000000000000e+01,
"CETMAX","Cetorhinus maximus","Other Marine Wildlife",,"Requin","Elasmobranche","Requin pelerin",,,,"Requin pelerin","basking shark","Tiburon peregrino","Chordata","Elasmobranchii","Lamniformes","Cetorhinidae","Autre faune marine","Elasmobranch","Shark",1.7400000000000000e+02,"Cetorhinus maximus","Requin pelerin","Basking Shark",6.6421000000000000e+04,"105837","Animalia","Chordata","Elasmobranchii","Lamniformes","Cetorhinidae",,,,,"Samm, bat, fremm, belgica, romer, atlancet","x","BASK",,,"0",,"Fish","Fish",,
"CETSPP","Cetacea","Marine mammal",,"Cetace ind.","Cetacea","Cetace ind.",,,,"Cetace ind.","Cetacea ","Cetaceo spp","Chordata","Mammalia",,,"Mammifere marin","Cetacea","Cetacean unidentif.",1.7000000000000000e+02,,,,,,,,,,,,"epa",,"R","Samm, bat, sercel, belgica, romer, atlancet","x","CE",,,"0",,"Cetace indetermine","Cetace indetermine",2.0000000000000000e+01,
"CHAALE","Charadrius alexandrinus","Land Bird",,"Limicole","Charadriidae","Gravelot a collier interrompu",,,,"Gravelot a collier interrompu","Kentish Plover","Chorlitejo Patinegro","Chordata","Aves","Charadriiformes","Charadriidae","Oiseau terrestre","Shorebird","Shorebird",,"Charadrius alexandrinus",,,,,,,,,,,,,,,,,,,,,,,,
"CHAHIA","Charadrius hiaticula","Land Bird",,"Limicole","Charadriidae","Grand gravelot",,,,"Grand gravelot","Ringed Plover","Chorlitejo grande","Chordata","Aves","Charadriiformes","Charadriidae","Oiseau terrestre","Shorebird","Shorebird",1.7800000000000000e+02,"Charadrius hiaticula"," Grand Gravelot","Ringed Plover",3.1400000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"CHASPP","Charadrius spp","Land Bird",,"Limicole","Charadriidae","Gravelot",,,,"Gravelot ind.","Plover unidentif.","Chorlitejo spp","Chordata","Aves","Charadriiformes","Charadriidae","Oiseau terrestre","Charadriidae","Shorebird",1.7700000000000000e+02,,,,,,,,,,,,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"CHESPP","Cheloniidae","Other Marine Wildlife",,"Chelonide","Tortue","Tortue a ecailles ind.","Tortue de Caouane / imbriquee / verte / olivatre / de Kemp","Eretmochelys imbricata / Chelonia mydas / Lepidochelys olivacea / Lepidochelys kempii / Caretta caretta",,"Tortue a ecailles ind.","Hard-shelled seaturtle","Quelonia","Chordata","Reptilia","Testudines","Cheloniidae","Autre faune marine","Turtle","Cheloniidae",1.7900000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R","Samm, belgica","x","TURTL",,,"CHESPP","CHESPP","Turtle","Turtle",2.0000000000000000e+01,"TORECA / Antilles"
"CHISPP","Chiroptera","Other Marine Wildlife",,"Chiroptera","Other fauna","Chauve-souris",,,,"Chauve-souris","Bat","muercielago","Chordata","Mammalia","Chiroptera",,"Autre faune marine","Bat","Chiroptera",,,,,,,,,,,,,,,,,,,,,,,,,,
"CHLHYB","Chlidonias hybridus","Seabird","Small tern","Sterne grise","Sternidae","Guifette moustac",,,"surface","Guifette moustac","Wiskered tern","Fumarel cariblanco","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",1.8100000000000000e+02,"Chlidonias hybrida",,,4.5962700000000000e+05,"137135","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,,,,"bat, belgica",,,,,"0",,"Sterne grise","Sterne grise",,
"CHLNIG","Chlidonias niger","Seabird","Small tern","Sterne grise","Sternidae","Guifette noire",,,"surface","Guifette noire","Black Tern","Fumarel comun","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",1.8200000000000000e+02,"Chlidonias niger","Guifette noire","Black Tern",3.3710000000000000e+03,"137137","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,,,,"bat",,,,,"0",,"Sterne grise","Sterne grise",,
"CHLSPP","Chlidonias spp","Seabird","Small tern","Sterne grise","Sternidae","Guifette ind.",,,"surface","Guifette ind.","Marsh tern sp","Fumarel spp","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",1.8000000000000000e+02,,,,,,,,,,,,,,,"Samm, bat","x",,,,"0",,"Sterne grise","Sterne grise",,
"CIRAER","Circus aeruginosus","Land Bird",,"Rapace","Autre oiseau","Busard des roseaux",,,,"Busard des roseaux","Eurasian Marsh Harrier","Aguilucho lagunero","Chordata","Aves","Falconiformes","Accipitridae","Oiseau terrestre","Other bird","Bird of prey",1.8500000000000000e+02,"Circus aeruginosus"," Busard des roseaux","Eurasian Marsh Harrier",2.8780000000000000e+03,,"Animalia","Chordata","Aves","Falconiformes","Accipitridae",,,,,"bat","x",,,,"0",,"rapace","rapace",,
"CIRCYA","Circus cyaneus","Land Bird",,"rapace","Accipitridae","Busard Saint-Martin",,,,"Busard Saint-Martin","Hen Harrier","Aguilucho Palido","Chordata","Aves","Accipitriformes","Accipitridae","Oiseau terrestre","Other bird","Bird of prey",,"Circus cyaneus",,,,,,,,,,,,,,,,,,,,,,,,
"CIRSPP","Circus spp","Land Bird",,"Rapace","Autre oiseau","Busard ind.",,,,"Busard ind.","Harrier sp","Aguilucho spp","Chordata","Aves","Falconiformes","Accipitridae","Oiseau terrestre","Other bird","Bird of prey",1.8400000000000000e+02,,,,,,,,,,,,,,,"bat","x",,,,"0",,"rapace","rapace",,
"CISJUN","Cisticola juncidis","Land Bird",,"Passereau","Autre oiseau","Cisticole des joncs",,,,"Cisticole des joncs","Zitting Cisticola","Buitron comun","Chordata","Aves","Passeriformes","Cisticolidae","Oiseau terrestre","Other bird","Passerine",1.8600000000000000e+02,"Cisticola juncidis"," Cisticole des joncs","Zitting Cisticola",4.1550000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Cisticolidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"COLLIV","Columba livia","Land Bird",,"Pigeon","Autre oiseau","Pigeon domestique",,,,"Pigeon domestique (ou Biset)","Rock Pigeon","Paloma bravia","Chordata","Aves","Columbiformes","Columbidae","Oiseau terrestre","Other bird","Pigeon",1.9300000000000000e+02,"Columba livia"," Pigeon biset","Rock Pigeon",3.4200000000000000e+03,,"Animalia","Chordata","Aves","Columbiformes","Columbidae",,,,,"bat",,,,,"0",,"pigeon","pigeon",,
"COLOEN","Columba oenas","Land Bird",,"Pigeon","Autre oiseau","Pigeon colombin",,,,"Pigeon colombin","Stock Pigeon","Andarrios chico","Chordata","Aves","Columbiformes","Columbidae","Oiseau terrestre","Other bird","Pigeon",1.9400000000000000e+02,"Columba oenas"," Pigeon colombin","Stock Pigeon",3.4220000000000000e+03,,"Animalia","Chordata","Aves","Columbiformes","Columbidae",,,,,"bat",,,,,"0",,"pigeon","pigeon",,
"COLPAL","Columba palomba","Land Bird",,"Pigeon","Autre oiseau","Pigeon ramier",,,,"Pigeon ramier","Common Wood Pigeon","Paloma torcaz","Chordata","Aves","Columbiformes","Columbidae","Oiseau terrestre","Other bird","Pigeon",1.9500000000000000e+02,"Columba palumbus"," Pigeon ramier","Common Wood Pigeon",3.4240000000000000e+03,,"Animalia","Chordata","Aves","Columbiformes","Columbidae",,,,,"bat, belgica","x",,,,"0",,"pigeon","pigeon",,
"COLSPP","Columba sp","Land Bird",,"Pigeon","Autre oiseau","Pigeon ind.",,,,"Pigeon ind.","Pigeon sp","Paloma spp","Chordata","Aves","Columbiformes","Columbidae","Oiseau terrestre","Other bird","Pigeon",1.9200000000000000e+02,,,,,,,,,,,,,,,"Samm, bat, belgica","x",,,,"0",,"pigeon","pigeon",,
"CONTBO","Containership","Human activity",,"Commerce","Ship","Bateau porte-container",,,,"Bateau porte-container","Containership","Barco porta contenedores","X",,,,"Activite humaine","Ship","Transport",,,,,,,,,,,,,,,"R","Bat, belgica","x",,"BATCON",,"0",,"Ship","Ship",,"BATCON / Bat"
"CORCOR","Corvus corone","Land Bird",,"Corbeau","Autre oiseau","Corneille noire",,,,"Corneille noire","Carrion crow","Corneja","Chordata","Aves","Passeriformes","Corvidae","Oiseau terrestre","Other bird","Corvidae",1.9800000000000000e+02,"Corvus corone"," Corneille  mantelee ",,,,,,,,,,,,,"bat","x",,,,"0",,,"Corbeau",,
"CORHIP","Coryphaena hippurus","Other Marine Wildlife",,"Grand poisson","Poisson","Coryphene commune",,,,"Daurade coryphene","Common dolphinfish",,"Chordata","Actinopterygii","Perciformes","Coryphaenidae","Autre faune marine","Fish","Large fish",,"Coryphaena hippurus","Coryphene commune",,6.9533000000000000e+04,,"Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae",,,,"R, fut",,"x",,,,"0",,"Fish","Fish",,
"CORMSP","Phalacrocorax sp","Seabird",,"Cormoran","Phalacrocoracidae","Cormoran ind.","Cormoran huppe / Grand cormoran","Phalacrocorax aristotelis / P. carbo","plongeur","Cormoran ind.","Cormorant / shag sp","Cormoran spp","Chordata","Aves","Ciconiiformes","Phalacrocoracidae","Oiseau marin","Phalacrocoracidae","Cormorant",5.8800000000000000e+02,,,,,,,,,,,,,,"R","Samm, bat","x",,"PHASPP","PHASPP","0",,"Cormoran","Cormoran",,"PHASPP / Samm, et bat"
"CRUIBO","Cruise ship","Human activity",,"Plaisance","Ship","Bateau de croisiere",,,,"Bateau de croisiere","Cruise ship",,"X",,,,"Activite humaine","Ship","Recreational boating",,,,,,,,,,,,"Ant","R",,,,"x",,,,"CRUIBO",,"Ship","Ship",,
"CYGOLO","Cygnus olor","Land Bird",,"Oie","Anatidae","Cygne tubercule",,,,"Cygne tubercule","Mute swan","Cisne vulgar","Chordata","Avec","Anseriformes","Anatidae","Oiseau terrestre","Anatidae","Goose",,"Cygne tuberculé",,,,,,,,,,,,,,,,,,,,,,,,
"DASSPP","Dasyatis sp","Other Marine Wildlife",,"Raie","Elasmobranche","Raie pastenague ind.",,,,"Raie pastenague ind.","Stingray spp",,"Chordata","Elasmobranchii","Rajiformes","Dasyatidae","Autre faune marine","Elasmobranch","Ray",2.0700000000000000e+02,,,,,,,,,,,,,,"R","Samm","x",,,,"0",,"Fish","Fish",1.7000000000000000e+01,
"DEADBI","Mortem Aves","Dead",,"Dead","Mort","Oiseau mort",,,,"Oiseau mort","Dead Bird","Pajaro muerto",,,,,"Mort","Dead","Dead",,,,,,,,,,,,,,,,,,,,,,,,,,
"DEADMM","Mortem Mammalia","Dead",,"Dead","Mort","Mammifere marin mort",,,,"Mammifere marin mort","Dead marine mammal ","Mamifero marino muerto",,,,,"Mort","Dead","Dead",,,,,,,,,,,,,,,,,,,,,,,,,,
